code_id, code_header_id, code_name, code_description, code_sort_order, valid_from, valid_to, created_at,updated_at, created_by_user_id, updated_by_user_id
254,26,SNAGSB,Snags and Stumps - under Bark (plus Log decay class),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
255,26,SNAGSW,Snags and Stumps - within Wood (plus Log decay class),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
256,26,SURFACEL,Surface - on Log (plus Log decay class),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
257,26,SURFACE B,Surface - on Bark (plus Bark decay class),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
258,26,SURFACE F,Surface - on or within forest Floor litter,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
259,26,ROCKSU,Under Rock on ground,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
260,26,MOSSU,Under Moss,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
261,26,MOSSW,Within Moss,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
262,26,FERN,Within Sword Fern bases,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
263,26,TALUS,In rock pile or Talus,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
264,26,UNSPEC.,Unspecified,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
265,26,R,Riffle,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
266,26,U,Run,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
267,26,P,Pool,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
268,26,S,Seep,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
269,26,B,Bank/soil,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
270,27,1,light,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
271,28,WATER,Floating nest.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
272,28,V_GRND,Vegetated ground,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
273,28,LO_VEG,Low vegetation.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
274,28,C_BRCH,Coniferous branch.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
275,28,C_CAVT,Coniferous cavity.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
276,28,D_BRCH,Deciduous branch.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
277,28,LEDGE,"Window ledge, rock ledge, eave, etc.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
278,28,WALL,"Building wall, cave wall, etc.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
279,28,NSTBOX,Nest box.,,2019-05-22 00:00:00,,2000-12-13 00:00:00,2019-05-22 00:00:00,1,1
280,28,BURROW,"Burrow. Chamber at the end of a tunnel, excavated by bird or other animal.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
281,28,CREVICE,"Crevice in cracked cliff, between rocks, in human structure.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
282,28,CUP,"Cup, bowl, basket. Rim height is several times egg diameter.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
283,28,GOURD,"Gourd. Gourd-shaped. Plastered on cliffs, walls, undersides of structures.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
284,28,PENDAN,Pendant. Elongate sac suspended from a branch.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
285,28,PFORM,"Platform. Structure in a tree, on cliff, or providing dry place in marsh or water.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
286,28,SCRAPE,Scrape. Simple depression to prevent rolling eggs. Maybe lined.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
287,28,SPHERE,"Spherical. Globe or ball shaped, fully enclosed except for small opening.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
288,29,D,Under Development,,2007-02-22 00:00:00,,2000-12-13 00:00:00,2007-02-22 00:00:00,1,1
289,29,B,Variable Eggs or Young Present,1,2007-02-22 00:00:00,,2000-12-13 00:00:00,2007-02-22 00:00:00,1,1
290,29,F,Failed,3,2007-02-22 00:00:00,,2000-12-13 00:00:00,2007-02-22 00:00:00,1,1
291,30,GROUND,"Ground Surface. Bare, vegetated, or debris.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
292,30,ROOTS,Among roots of a tree.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
293,30,SHRB_L,Live shrub or multi-stemmed wood plant.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
294,30,SHRB_D,Dead shrub or multi-stemmed woody plant.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
295,30,TREE_H,"Tree, alive and healthy.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
296,30,TREE_U,"Tree, alive but unhealthy.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
297,30,TREE_D,"Tree, dead.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
298,30,TREE_F,"Tree, fallen.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
299,30,BNK_CL,"Bank, clay.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
300,30,BNK_DT,"Bank, dirt.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
301,30,BNK_SD,"Bank, sand.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
302,30,CLF,"Cliff. Includes face, crevices, ledges.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
303,30,CLF_LI,"Cliff, limestone.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
304,30,CLF_RK,"Cliff, rock.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
305,30,CAVE,Cave.,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
306,30,BLD_AC,"Active building, house, garage, barn.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
307,30,BLD_UN,"Unactive building, abandoned, unused.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
308,30,POST,"Fencepost, flagpole, clothesline, pole, etc.",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
309,31,BURROW,Burrow,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
310,31,CAVITY,Cavity,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
311,31,CREVICE,Crevice,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
312,31,CUP,"Cup, bowl, basket",,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
313,31,PENDAN,Pendant,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
314,31,PFORM,Platform,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
315,31,SAUCER,Saucer,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
316,31,SCRAPE,Scrape,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
317,31,SPHERE,Spherical,,2005-05-10 00:00:00,,2000-12-13 00:00:00,2005-05-10 00:00:00,1,1
318,32,OB,Observation (visual only),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
319,32,SI,Sign,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
320,32,OS,Observation and Sign,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
321,32,NO,No observations/signs made,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
322,33,B,Breeding,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
323,33,W,Winter,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
324,33,J,Juvenile,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
325,33,M,Moulting,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
326,33,U,Unknown,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
327,34,N,On a cover object,,2007-02-21 00:00:00,,2000-12-13 00:00:00,2007-02-21 00:00:00,1,1
328,34,U,Underneath,3,2007-02-21 00:00:00,,2000-12-13 00:00:00,2007-02-21 00:00:00,1,1
329,34,I,In or within,1,2007-02-21 00:00:00,,2000-12-13 00:00:00,2007-02-21 00:00:00,1,1
330,34,S,Suspended in the water,,2007-02-21 00:00:00,,2000-12-13 00:00:00,2007-02-21 00:00:00,1,1
331,35,N,No Precipitation,1,2007-03-19 00:00:00,,2000-12-13 00:00:00,2007-03-19 00:00:00,1,1
332,35,F,Foggy,2,2010-10-28 00:00:00,,2000-12-13 00:00:00,2010-10-28 00:00:00,1,1
333,35,M,Misty Drizzle,3,2010-10-28 00:00:00,,2000-12-13 00:00:00,2010-10-28 00:00:00,1,1
334,35,D,Drizzle,4,2010-10-28 00:00:00,,2000-12-13 00:00:00,2010-10-28 00:00:00,1,1
335,35,LR,Light Rain,5,2010-10-28 00:00:00,,2000-12-13 00:00:00,2010-10-28 00:00:00,1,1
336,35,HR,Hard Rain,6,2010-10-28 00:00:00,,2000-12-13 00:00:00,2010-10-28 00:00:00,1,1
337,36,NO,"Incapable of reproduction, e.g. sexually immature",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
338,36,RE,"Apparently reproductively capable, not pregnant/gravid",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
339,36,ES,In state of estrus; not pregnant,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
340,36,PR,Pregnant/gravid,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
341,36,LA,Lactating,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
342,36,PL,Post lactating,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
343,36,SP,Spermatophore plug present (terrestrial salamanders),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
344,36,NP,Not Pregnant,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
345,36,AB,"Apparently reproductively capable, not currently in a state of potency",,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
346,36,SC,In state of sexual potency,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
347,36,I,Internal testes,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
348,36,E,External testes,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
349,36,S,Scrotal testes,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
350,36,A,Abdominal testes,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
351,37,0,Calm,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
352,37,1,Light Air,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
353,37,2,Light Breeze,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
354,37,3,Gentle Breeze,3,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
355,37,4,Moderate Breeze,4,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
356,37,5,Fresh Breeze,5,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
357,37,6,Strong Breeze,6,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
358,37,7,Near Gale,7,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
359,37,8,Gale,8,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
360,37,9,Strong Gale,9,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
361,37,10,Storm,10,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
362,37,12,Hurricane,12,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
363,38,0,non-forested units,1,2010-09-28 00:00:00,,2000-12-13 00:00:00,2010-09-28 00:00:00,1,1
364,38,1,recent disturbance,2,2010-09-28 00:00:00,,2000-12-13 00:00:00,2010-09-28 00:00:00,1,1
365,38,2,"young forests, coniferous",3,2010-09-28 00:00:00,,2000-12-13 00:00:00,2010-09-28 00:00:00,1,1
366,38,3,"young forests, broad-leaved or mixed",4,2010-09-28 00:00:00,,2000-12-13 00:00:00,2010-09-28 00:00:00,1,1
367,38,5,"mature forests, broad-leaved or mixed",6,2010-09-28 00:00:00,,2000-12-13 00:00:00,2010-09-28 00:00:00,1,1
368,38,6,old-growth,7,2010-09-28 00:00:00,,2000-12-13 00:00:00,2010-09-28 00:00:00,1,1
369,39,F,Female,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
370,40,2,1-5 %,2,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
371,40,3,6-25 %,3,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
372,40,5,51-75 %,5,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
373,40,6,76-100 %,6,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
374,41,2,1-5 cm,2,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
375,41,4,26-50 cm,4,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
376,41,6,76-100 cm,6,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
377,41,8,>150 cm,8,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
378,42,HABITAT,Habitat,1,2020-05-13 00:00:00,,2000-12-13 00:00:00,2020-05-13 00:00:00,1,1
379,42,HOME RANGE,Home Range,0,2020-05-13 00:00:00,,2000-12-13 00:00:00,2020-05-13 00:00:00,1,1
380,43,PN,Presence/Not detected (possible),1,2020-02-19 00:00:00,,2000-12-13 00:00:00,2020-02-19 00:00:00,1,1
381,43,RA,Relative Abundance,2,2018-03-08 00:00:00,,2000-12-13 00:00:00,2018-03-08 00:00:00,1,1
382,43,AA,Absolute Abundance,3,2018-03-08 00:00:00,,2000-12-13 00:00:00,2018-03-08 00:00:00,1,1
383,44,P,PRIMARY,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
384,45,E1,Evergreen: live/healthy,1,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
385,45,E3,Evergreen: dead/very hard wood with little external deterioration,3,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
386,45,E4,Evergreen: dead/ hard wood with some external deterioration,4,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
387,45,E5,Evergreen: dead/spongy wood with extensive external deterioration,5,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
388,45,E7,"Evergreen: dead/very soft wood, trunk broken-off",7,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
389,45,E8,Evergreen: decayed stump,8,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
390,45,E9,Evergreen: debris,9,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
391,45,D2,"Deciduous: Live with defects: dead or broken top, dead limbs, fungal conks. dying tree",12,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
392,45,D3,"Deciduous: Dead: most limbs intact, some internal rot, top usually broken",13,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
393,45,D5,"Deciduous: Dead: top 1/3 or more broken off, no branches, extensive heartrot",15,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
394,45,D6,"Deciduous: Dead, fallen: downed trees, coarse woody debris",16,2018-04-18 00:00:00,,2000-12-13 00:00:00,2018-04-18 00:00:00,1,1
395,46,CR,Carcass,,2019-11-04 00:00:00,,2019-11-04 00:00:00,,1,1
396,46,BT,Baited Tree,,2019-11-04 00:00:00,,2019-11-04 00:00:00,,1,1
397,46,SL,Seismic Line,,2019-11-04 00:00:00,,2019-11-04 00:00:00,,1,1
398,46,CC,Clearcut,,2019-11-04 00:00:00,,2019-11-04 00:00:00,,1,1
399,46,DC,Described in Comments,9,2019-11-04 00:00:00,,2019-11-04 00:00:00,,1,1
400,47,FREQ,Collar Frequency,58,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
401,47,WOLF,Wolf,48,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
402,48,W,Water,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
403,48,F,Flying,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
404,49,0,Calm,1,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
405,49,1,Light Air,2,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
406,49,2,Light Breeze,3,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
407,49,3,Gentle Breeze,4,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
408,49,4,Moderate Breeze,5,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
409,49,5,Fresh Breeze,6,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
410,49,6,Strong Breeze,7,2009-10-08 00:00:00,,2000-12-13 00:00:00,2009-10-08 00:00:00,1,1
411,50,A,Adult,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
412,50,UC,Unclassified,4,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
413,50,COY,Cubs of the Year,3,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
414,50,YOUNG,Young > 1 year.,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
415,21,W,Well,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
416,21,P,Poor,3,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
417,51,VR,Very fresh,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
418,51,FR,Fresh,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
419,51,ME,Medium,3,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
420,51,LE,Leached,4,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
421,51,AC,Amorphous or Crumbly,5,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
422,52,LOG1,11 - 25 cm in diameter,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
423,52,GR,GRaminoid,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
424,52,SH,SHrub,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
425,52,LOG2,> 26 cm diameter,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
426,52,RW,Root Wad,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
427,52,LB,Lake Bottom,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
428,53,F,Fines (< 0.5 mm),,2009-06-18 00:00:00,,2000-12-13 00:00:00,2009-06-18 00:00:00,1,1
429,53,FD,Fine Detritus,13,2009-06-18 00:00:00,,2000-12-13 00:00:00,2009-06-18 00:00:00,1,1
430,53,CO,Cobble,8,2009-06-18 00:00:00,,2000-12-13 00:00:00,2009-06-18 00:00:00,1,1
431,53,MY,Muddy,4,2009-06-18 00:00:00,,2000-12-13 00:00:00,2009-06-18 00:00:00,1,1
432,53,CD,Coarse Detritus,14,2009-06-18 00:00:00,,2000-12-13 00:00:00,2009-06-18 00:00:00,1,1
433,54,SM,Shallow Marshy,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
434,54,ST,Stream,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
435,54,C,Cliff,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
436,54,DW,Deep Water,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
437,54,DF,Debris Flow,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
438,54,GS,General Shoreline,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
439,55,IW,In water,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
440,55,OLB,On lake bottom,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
441,55,OB,On bank,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
442,55,OFL,On floating log,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
443,55,IRV,In riparian vegetation,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
444,56,UB,Under Bark,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
445,56,UBR,Under BRanch,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
446,56,ULOG1,Under LOG1,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
447,56,URW,Under Root Wad,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
448,56,UFL,Under Floating Log,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
449,56,UL,Under Litter,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
450,56,UP,Under Pebble,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
451,56,UBD,Under BolDer,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
452,56,ILV,In Litorial Vegetation,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
453,56,ILBS,In Lake Bottom Sediments,,2005-05-09 00:00:00,,2000-12-13 00:00:00,2005-05-09 00:00:00,1,1
454,57,E,Emergent,4,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
455,57,S,Submergent,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
456,58,V,Visual,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
457,59,V,Visual,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
458,59,D,Drumming/tapping,3,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
459,60,C,Call,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
460,61,SET,Set,,2019-11-12 00:00:00,,2000-12-13 00:00:00,2019-11-12 00:00:00,1,1
461,61,CLOSE,Closed,,2019-11-12 00:00:00,,2000-12-13 00:00:00,2019-11-12 00:00:00,1,1
462,62,AT,Alpine Tundra Zone,1,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
463,62,MH,Mountain Hemlock Zone,168,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
464,62,PP,Ponderosa Pine Zone,193,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
465,62,CDF,Coastal Douglas-fir Zone,22,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
466,62,ICH,Interior Cedar - Hemlock Zone,112,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
467,62,IDF,Interior Douglas-fir Zone,141,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
468,62,SWB,Spruce - Willow - Birch Zone,231,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
469,62,BGXH,Very Dry Hot BG,3,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
470,62,BWBS,Boreal White and Black Spruce Zone,10,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
471,62,MHMM,Moist Maritime MH,169,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
472,62,MHWH,Wet Hypermaritime MH,173,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
473,62,MSDC,Dry Cold MS,189,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
474,62,MSDM,Dry Mild MS,185,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
475,62,MSXK,Very Dry Cool MS,183,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
476,62,MSXV,Very Dry Very Cold MS,184,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
477,62,PPXH,Very Dry Hot PP,194,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
478,62,BGXH1,Okanagan BGxh,4,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
479,62,BGXH2,Thompson BGxh,5,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
480,62,BGXH3,Fraser BGxh,6,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
481,62,BGXW2,Alkali BGxw,9,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
482,62,CWHDM,Dry Maritime CWH,28,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
483,62,CWHDS,Dry Submaritime CWH,29,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
484,62,CWHMS,Moist Submaritime CWH,35,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
485,62,CWHVM,Very Wet Maritime CWH,48,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
486,62,CWHWH,Wet Hypermaritime CWH,38,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
487,62,CWHWS,Wet Submaritime CWH,42,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
488,62,CWHXM,Very Dry Maritime CWH,25,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
489,62,ICHDW,Dry Warm ICH,114,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
490,62,ICHMC,Moist Cold ICH,125,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
491,62,ICHMM,Moist Mild ICH,120,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
492,62,ICHMW,Moist Warm ICH,116,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
493,62,ICHVC,Very Wet Cold ICH,140,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
494,62,ICHVK,Very Wet Cool ICH,136,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
495,63,W,between Wood,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
496,63,S,between Soil and Wood,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
497,64,A,Adult,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
